1092,"Basic Instinct (1992)","1992-01-01","Paul Verhoeven","Michael Douglas, Sharon Stone, George Dzundza, Jeanne Tripplehorn, Denis Arndt, Leilani Sarelle, Chelcie Ross, Dorothy Malone, Wayne Knight, Daniel von Bargen, Stephen Tobolowsky, Benjamin Mouton, Jack McGee, Bill Cable, Mitch Pileggi, Mary Pat Gleason, James Rebhorn, Peter Appel"
1095,"Glengarry Glen Ross (1992)","1992-09-29","James Foley","Al Pacino, Jack Lemmon, Alec Baldwin, Alan Arkin, Ed Harris, Kevin Spacey, Jonathan Pryce, Bruce Altman, Jude Ciccolella"
1097,"E.T. the Extra-Terrestrial (1982)","1982-06-11","Steven Spielberg","Henry Thomas, Dee Wallace-Stone, Robert MacNaughton, Drew Barrymore, Peter Coyote"
1101,"Top Gun (1986)","1986-01-01","Tony Scott","Tom Cruise, Kelly McGillis, Anthony Edwards, Val Kilmer, Tom Skerritt, Michael Ironside, John Stockwell, Tim Robbins, Meg Ryan"
1103,"Rebel Without a Cause (1955)","1955-01-01","Nicholas Ray","Jim Backus, James Dean, Sal Mineo, Natalie Wood"
1127,"Abyss, The (1989)","1989-01-01","James Cameron","Michael Biehn, Leo Burmester, Ed Harris, Mary Elizabeth Mastrantonio"
1129,"Escape from New York (1981)","1981-07-10","John Carpenter","Kurt Russell, Lee Van Cleef, Ernest Borgnine, Donald Pleasence, Isaac Hayes, Harry Dean Stanton, Adrienne Barbeau, John Cothran Jr., Bob Minor, John Diehl, George 'Buck' Flower, Jamie Lee Curtis"
1136,"Monty Python and the Holy Grail (1975)","1975-03-14","Terry Gilliam","Graham Chapman, John Cleese, Eric Idle, Terry Gilliam, Terry Jones, Michael Palin, Connie Booth"
1172,"Cinema Paradiso (Nuovo cinema Paradiso) (1989)","1989-09-20","Giuseppe Tornatore","Marco Leonardi, Philippe Noiret, Jacques Perrin, Salvatore Cascio, Enzo Cannavale"
1173,"Cook the Thief His Wife & Her Lover, The (1989)","1989-09-11","Peter Greenaway","Richard Bohringer, Michael Gambon, Helen Mirren, Alan Howard, Tim Roth, Ciarán Hinds, Roger Ashton-Griffiths, Emer Gillespie, Alex Kingston"
1175,"Delicatessen (1991)","1991-04-03","Jean-Pierre Jeunet","Jean-Claude Dreyfus, Dominique Pinon, Marie-Laure Dougnac, Pascal Benezech, Rufus, Dominique Bettenfeld, Ticky Holgado, Anne-Marie Pisani"
1178,"Paths of Glory (1957)","1957-12-25","Stanley Kubrick","Kirk Douglas, George Macready, Ralph Meeker, Adolphe Menjou"
1183,"English Patient, The (1996)","1996-11-15","Anthony Minghella","Willem Dafoe, Ralph Fiennes, Juliette Binoche, Kristin Scott Thomas"
1193,"One Flew Over the Cuckoo's Nest (1975)","1975-01-01","Milos Forman","Jack Nicholson, Michael Berryman, Peter Brocco, Dean R. Brooks, Alonzo Brown, Scatman Crothers, Danny DeVito, Louise Fletcher, Christopher Lloyd, Ted Markland, Will Sampson, Vincent Schiavelli, Brad Dourif"
1196,"Star Wars: Episode V - The Empire Strikes Back (1980)","1980-05-21","Irvin Kershner","Mark Hamill, Harrison Ford, Carrie Fisher, Billy Dee Williams, Alec Guinness, Frank Oz, James Earl Jones, Anthony Daniels, Peter Mayhew, Denis Lawson, David Prowse, Jeremy Bulloch"
1197,"Princess Bride, The (1987)","1987-09-25","Rob Reiner","Cary Elwes, Christopher Guest, Mandy Patinkin, Chris Sarandon, Wallace Shawn, André the Giant, Fred Savage, Robin Wright Penn, Peter Falk, Carol Kane, Billy Crystal"
1198,"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)","1981-06-12","Steven Spielberg","Harrison Ford, Karen Allen, Paul Freeman, John Rhys-Davies, Denholm Elliott"
1199,"Brazil (1985)","1985-12-18","Terry Gilliam","Jonathan Pryce, Robert De Niro, Katherine Helmond, Ian Holm, Bob Hoskins, Michael Palin, Kim Greist, Jim Broadbent, Derrick O'Connor, Simon Jones, Roger Ashton-Griffiths, Terry Gilliam"
1200,"Aliens (1986)","1986-07-18","James Cameron","Michael Biehn, Lance Henriksen, Paul Reiser, Sigourney Weaver, Bill Paxton"
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)","1966-12-23","Sergio Leone","Clint Eastwood, Lee Van Cleef, Eli Wallach, Rada Rassimov, John Bartha, Livio Lorenzon, Antonio Casale"
1203,"12 Angry Men (1957)","1957-04-13","Sidney Lumet","Ed Begley, Lee J. Cobb, Henry Fonda, E.G. Marshall, Martin Balsam, John Fiedler, Jack Klugman, Ed Binns, Jack Warden, Joseph Sweeney, George Voskovec, Robert Webber"
1204,"Lawrence of Arabia (1962)","1962-12-16","David Lean","Alec Guinness, Jack Hawkins, Peter O'Toole, Anthony Quinn, Omar Sharif, José Ferrer, Anthony Quayle, Claude Rains, Arthur Kennedy"
1206,"Clockwork Orange, A (1971)","1971-02-02","Stanley Kubrick","Malcolm McDowell, Patrick Magee, Michael Bates, Warren Clarke, Adrienne Corri, Carl Duering"
1207,"To Kill a Mockingbird (1962)","1962-12-25","Robert Mulligan","John Megna, Frank Overton, Gregory Peck, Rosemary Murphy, Robert Duvall"
1208,"Apocalypse Now (1979)","1979-01-01","Francis Ford Coppola","Marlon Brando, Robert Duvall, Frederic Forrest, Martin Sheen, Sam Bottoms, Laurence Fishburne, Dennis Hopper, Harrison Ford"
1209,"Once Upon a Time in the West (C'era una volta il West) (1968)","1968-05-28","Sergio Leone","Henry Fonda, Claudia Cardinale, Jason Robards, Charles Bronson"
1210,"Star Wars: Episode VI - Return of the Jedi (1983)","1983-05-25","Richard Marquand","Harrison Ford, Mark Hamill, Billy Dee Williams, Carrie Fisher,  Alec Guinness, Ian McDiarmid, Frank Oz, James Earl Jones,  Anthony Daniels,  Peter Mayhew,  Denis Lawson,  David Prowse, Jeremy Bulloch"
1212,"Third Man, The (1949)","1949-09-09","Carol Reed","Joseph Cotten, Trevor Howard, Orson Welles, Alida Valli"
1213,"Goodfellas (1990)","1990-01-01","Martin Scorsese","Robert De Niro, Ray Liotta, Joe Pesci, Lorraine Bracco, Paul Sorvino, Frank Sivero, Tony Darrow, Mike Starr, Frank Vincent, Debi Mazar, Kevin Corrigan, Michael Imperioli, Johnny Williams, Tony Sirico, Joe D'Onofrio, Illeana Douglas, Samuel L. Jackson, Tony Lip, Vincent Pastore, Vincent Gallo, Peter Onorati, Tobin Bell, Billy L. Sullivan"
1214,"Alien (1979)","1979-05-25","Ridley Scott","Sigourney Weaver, Veronica Cartwright, Harry Dean Stanton, John Hurt, Ian Holm, Yaphet Kotto"
1215,"Army of Darkness (1993)","1993-01-01","Sam Raimi","Ian Abercrombie, Bruce Campbell, Marcus Gilbert, Embeth Davidtz"
1219,"Psycho (1960)","1960-09-08","Alfred Hitchcock","Anthony Perkins, Janet Leigh, Vera Miles, John Gavin, Martin Balsam, John McIntire"
1220,"Blues Brothers, The (1980)","1980-06-16","John Landis","Dan Aykroyd, John Belushi, James Brown, Cab Calloway, Ray Charles, Aretha Franklin, Carrie Fisher, John Candy, Frank Oz, Steve Cropper, Donald Dunn, Murphy Dunne, Tom Malone, Lou Marini, Matt Murphy, Alan Rubin"
1221,"Godfather: Part II, The (1974)","1974-12-20","Francis Ford Coppola","Al Pacino, Robert Duvall, Diane Keaton, Robert De Niro, John Cazale, Talia Shire, Lee Strasberg, Michael V. Gazzo, Richard Bright, Bruno Kirby, Frank Sivero, Morgana King, Dominic Chianese, Troy Donahue, James Caan, Abe Vigoda, Gianni Russo, Harry Dean Stanton, Danny Aiello, Carmen Argenziano, Roger Corman"
1222,"Full Metal Jacket (1987)","1987-06-26","Stanley Kubrick","Adam Baldwin, Vincent D'Onofrio, R. Lee Ermey, Matthew Modine"
1225,"Amadeus (1984)","1984-09-06","Milos Forman","F. Murray Abraham, Simon Callow, Tom Hulce, Elizabeth Berridge"
1227,"Once Upon a Time in America (1984)","1984-06-01","Sergio Leone","Robert De Niro, Treat Williams, James Woods, Elizabeth McGovern, Jennifer Connelly"
1228,"Raging Bull (1980)","1980-11-14","Martin Scorsese","Robert De Niro, Joe Pesci, Frank Vincent, Cathy Moriarty"
1230,"Annie Hall (1977)","1977-04-20","Woody Allen","Woody Allen, Diane Keaton, Tony Roberts, Carol Kane, Shelley Duvall, Colleen Dewhurst, Christopher Walken"
1232,"Stalker (1979)","1979-01-01","Andrei Tarkovsky","Nikolai Grinko, Aleksandr Kajdanovsky, Anatoli Solonitsyn, Alisa Frejndlikh"
1233,"Boot, Das (Boat, The) (1981)","1982-02-10","Wolfgang Petersen","Jürgen Prochnow, Herbert Grönemeyer, Klaus Wennemann, Hubertus Bengsch, Martin Semmelrogge"
1234,"Sting, The (1973)","1973-12-25","George Roy Hill","Paul Newman, Robert Redford, Robert Shaw, Charles Durning, Ray Walston"
1235,"Harold and Maude (1971)","1971-12-20","Hal Ashby","Bud Cort, Cyril Cusack, Ruth Gordon, Vivian Pickles, Tom Skerritt"
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)","1957-10-13","Ingmar Bergman","Gunnar Björnstrand, Bengt Ekerot, Nils Poppe, Max von Sydow, Bibi Andersson, Inga Landgré"
1240,"Terminator, The (1984)","1984-10-26","James Cameron","Michael Biehn, Arnold Schwarzenegger, Paul Winfield, Linda Hamilton, Lance Henriksen, Earl Boen"
1245,"Miller's Crossing (1990)","1990-09-22","Joel Coen","Gabriel Byrne, Jon Polito, John Turturro, Marcia Gay Harden, Albert Finney"
1246,"Dead Poets Society (1989)","1989-06-09","Peter Weir","Robin Williams, Robert Sean Leonard, Ethan Hawke, Josh Charles, Gale Hansen, Dylan Kussman, Allelon Ruggiero, James Waterston"
1247,"Graduate, The (1967)","1967-12-21","Mike Nichols","Dustin Hoffman, Anne Bancroft, Katharine Ross, William Daniels"
1248,"Touch of Evil (1958)","1958-04-23","Orson Welles","Joseph Calleia, Charlton Heston, Orson Welles, Janet Leigh, Akim Tamiroff, Dennis Weaver, Marlene Dietrich, Zsa Zsa Gabor, Joseph Cotten"
1252,"Chinatown (1974)","1974-06-20","Roman Polanski","Jack Nicholson, John Huston, Perry Lopez, Faye Dunaway"
1258,"Shining, The (1980)","1980-05-23","Stanley Kubrick","Jack Nicholson, Shelley Duvall, Danny Lloyd, Scatman Crothers"
1259,"Stand by Me (1986)","1986-01-01","Rob Reiner","Corey Feldman, River Phoenix, Wil Wheaton, Jerry O'Connell, Kiefer Sutherland, Richard Dreyfuss"
1261,"Evil Dead II (Dead by Dawn) (1987)","1987-03-13","Sam Raimi","Bruce Campbell, Sarah Berry, Dan Hicks, Kassie DePaiva, Ted Raimi"
1262,"Great Escape, The (1963)","1963-07-04","John Sturges","Richard Attenborough, Charles Bronson, James Donald, James Garner, Steve McQueen, Donald Pleasance, James Coburn"
1263,"Deer Hunter, The (1978)","1978-01-01","Michael Cimino","John Cazale, Robert De Niro, John Savage, Christopher Walken"
1265,"Groundhog Day (1993)","1993-02-12","Harold Ramis","Bill Murray, Andie MacDowell, Chris Elliott, Stephen Tobolowsky, Brian Doyle-Murray"
1266,"Unforgiven (1992)","1992-08-03","Clint Eastwood","Clint Eastwood, Gene Hackman, Morgan Freeman, Richard Harris, Jaimz Woolvett, Saul Rubinek, Frances Fisher, Anna Levine"
1270,"Back to the Future (1985)","1985-01-01","Robert Zemeckis","Michael J. Fox, Crispin Glover, Christopher Lloyd, Lea Thompson, Thomas F. Wilson, Claudia Wells, Marc McClure, Wendie Jo Sperber, Billy Zane"
1272,"Patton (1970)","1970-02-04","Franklin J. Schaffner","George C. Scott, Karl Malden, Michael Strong, Stephen Young"
1274,"Akira (1988)","2001-03-30","Katsuhiro Ôtomo","Tesshô Genda, Mitsuo Iwata, Nozomu Sasaki, Mami Koyama"
1275,"Highlander (1986)","1986-01-01","Russell Mulcahy","Clancy Brown, Sean Connery, Christopher Lambert, Roxanne Hart, Jon Polito, Beatie Edney"
1276,"Cool Hand Luke (1967)","1967-11-01","Stuart Rosenberg","Paul Newman, George Kennedy, J.D. Cannon, Lou Antonio"
1278,"Young Frankenstein (1974)","1974-12-15","Mel Brooks","Peter Boyle, Marty Feldman, Gene Wilder, Madeline Kahn, Cloris Leachman, Teri Garr"
1282,"Fantasia (1940)","1940-11-13","James Algar","Leopold Stokowski, Deems Taylor, Corey Burton, Walt Disney"
1285,"Heathers (1989)","1989-03-31","Michael Lehmann","Winona Ryder, Christian Slater, Shannen Doherty, Lisanne Falk, Kim Walker"
1287,"Ben-Hur (1959)","1959-11-18","William Wyler","Stephen Boyd, Jack Hawkins, Charlton Heston, Haya Harareet, Hugh Griffith"
1288,"This Is Spinal Tap (1984)","1984-03-02","Rob Reiner","Michael McKean, Christopher Guest, Harry Shearer, Rob Reiner, Fran Drescher, Bruno Kirby, Billy Crystal, Paul Shaffer, Anjelica Huston"
1289,"Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983)","1983-09-26","Godfrey Reggio",""
1291,"Indiana Jones and the Last Crusade (1989)","1989-01-01","Steven Spielberg","Harrison Ford, Sean Connery, John Rhys-Davies, River Phoenix, Denholm Elliott, Alison Doody, Julian Glover, Michael Byrne"
1298,"Pink Floyd: The Wall (1982)","1982-08-13","Alan Parker","Bob Geldof, Christine Hargreaves, James Laurenson, Eleanor David, Kevin McKeon, Bob Hoskins, Jenny Wright"
1302,"Field of Dreams (1989)","1989-01-01","Phil Alden Robinson","Kevin Costner, Ray Liotta, Gaby Hoffmann, Amy Madigan, James Earl Jones"
1304,"Butch Cassidy and the Sundance Kid (1969)","1969-10-24","George Roy Hill","Paul Newman, Robert Redford, Katharine Ross, Strother Martin, Henry Jones"
1305,"Paris, Texas (1984)","1984-01-01","Wim Wenders","Harry Dean Stanton, Nastassja Kinski, Dean Stockwell"
1307,"When Harry Met Sally... (1989)","1989-07-12","Rob Reiner","Billy Crystal, Meg Ryan, Carrie Fisher, Bruno Kirby"
1320,"Alien³ (a.k.a. Alien 3) (1992)","1992-05-22","David Fincher","Sigourney Weaver, Charles Dance, Charles Dutton, Paul McGann, Lance Henriksen, Brian Glover"
1321,"American Werewolf in London, An (1981)","1981-08-21","John Landis","Griffin Dunne, David Naughton, Jenny Agutter"
1333,"Birds, The (1963)","1963-01-01","Alfred Hitchcock","Rod Taylor, Tippi Hedren, Suzanne Pleshette, Jessica Tandy"
1339,"Dracula (Bram Stoker's Dracula) (1992)","1992-11-13","Francis Ford Coppola","Gary Oldman, Winona Ryder, Anthony Hopkins, Keanu Reeves, Cary Elwes, Richard E. Grant, Sadie Frost"
1345,"Carrie (1976)","1976-11-03","Brian De Palma","William Katt, Amy Irving, Piper Laurie, Sissy Spacek, John Travolta"
1347,"Nightmare on Elm Street, A (1984)","1984-11-16","Wes Craven","Heather Langenkamp, Johnny Depp, Robert Englund, Ronee Blakley, John Saxon"
1350,"Omen, The (1976)","1976-06-25","Richard Donner","Gregory Peck, David Warner, Lee Remick, Billie Whitelaw, Harvey Stephens"
1356,"Star Trek: First Contact (1996)","1996-11-18","Jonathan Frakes","Patrick Stewart, Jonathan Frakes, Brent Spiner, LeVar Burton, Michael Dorn, Gates McFadden, Marina Sirtis, Alfre Woodard, James Cromwell, Alice Krige, Robert Picardo, Dwight Schultz"
1359,"Jingle All the Way (1996)","1996-11-20","Brian Levant","Phil Hartman, Arnold Schwarzenegger, Sinbad , Rita Wilson, James Belushi"
1367,"101 Dalmatians (1996)","1996-11-27","Stephen Herek","Jeff Daniels, Glenn Close, Joan Plowright, Joely Richardson, Hugh Laurie, Mark Williams"
1370,"Die Hard 2 (1990)","1990-07-02","Renny Harlin","William Atherton, Reginald VelJohnson, Bruce Willis, Bonnie Bedelia, John Amos, Dennis Franz"
1371,"Star Trek: The Motion Picture (1979)","1979-12-07","Robert Wise","James Doohan, DeForest Kelley, Leonard Nimoy, William Shatner"
1373,"Star Trek V: The Final Frontier (1989)","1989-06-09","William Shatner","William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan, Walter Koenig, Nichelle Nichols, George Takei"
1374,"Star Trek II: The Wrath of Khan (1982)","1982-06-04","Nicholas Meyer","William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan, Walter Koenig, George Takei, Nichelle Nichols, Kirstie Alley, Ricardo Montalban, Paul Winfield, Bibi Besch"
1375,"Star Trek III: The Search for Spock (1984)","1984-06-01","Leonard Nimoy","William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan, Walter Koenig, George Takei, Nichelle Nichols, Robin Curtis, Phil Morris, Christopher Lloyd, John Larroquette, Branscombe Richmond, James Sikking, Miguel Ferrer, Judith Anderson"
1377,"Batman Returns (1992)","1992-06-16","Tim Burton","Danny DeVito, Michael Keaton, Christopher Walken, Michelle Pfeiffer"
1380,"Grease (1978)","1978-06-16","Randal Kleiser","John Travolta, Olivia Newton-John, Jeff Conaway, Stockard Channing, Didi Conn, Eve Arden, Frankie Avalon, Joan Blondell, Sid Caesar, Alice Ghostley, Dinah Manoff, Michael Tucci, Lorenzo Lamas"
1387,"Jaws (1975)","1975-01-01","Steven Spielberg","Richard Dreyfuss, Roy Scheider, Robert Shaw, Lorraine Gary"
1391,"Mars Attacks! (1996)","1996-12-13","Tim Burton","Jack Nicholson, Glenn Close, Annette Bening, Pierce Brosnan, Danny DeVito, Sarah Jessica Parker, Michael J. Fox, Tom Jones, Jim Brown, Lukas Haas, Natalie Portman, Pam Grier, Jack Black, Ray J, Paul Winfield, Brandon Hammond, Jerzy Skolimowski, Rance Howard, Christina Applegate, Barbet Schroeder"
1393,"Jerry Maguire (1996)","1996-12-13","Cameron Crowe","Tom Cruise, Cuba Gooding Jr., Kelly Preston, Renée Zellweger"
1394,"Raising Arizona (1987)","1987-01-01","Joel Coen","Nicolas Cage, John Goodman, Trey Wilson, Holly Hunter"
1407,"Scream (1996)","1996-12-20","Wes Craven","David Arquette, Skeet Ulrich, Neve Campbell, Courteney Cox, Rose McGowan, Drew Barrymore, Matthew Lillard, Jamie Kennedy, Liev Schreiber"
1408,"Last of the Mohicans, The (1992)","1992-01-01","Michael Mann","Daniel Day-Lewis, Russell Means, Madeleine Stowe, Steven Waddington, Eric Schweig, Wes Studi, Terry Kinney, Pete Postlethwaite"
1464,"Lost Highway (1997)","1997-02-21","David Lynch","Robert Blake, Balthazar Getty, Bill Pullman, Patricia Arquette"
1466,"Donnie Brasco (1997)","1997-02-28","Mike Newell","Al Pacino, Johnny Depp, Bruno Kirby, Michael Madsen, James Russo, Anne Heche, Zeljko Ivanek, Zach Grenier, Gretchen Mol, Tim Blake Nelson, Paul Giamatti"
1485,"Liar Liar (1997)","1997-03-21","Tom Shadyac","Jim Carrey, Justin Cooper, Cary Elwes, Maura Tierney, Jennifer Tilly, Amanda Donohoe"
1517,"Austin Powers: International Man of Mystery (1997)","1997-05-02","Jay Roach","Mike Myers, Michael York, Elizabeth Hurley, Mimi Rogers, Robert Wagner, Seth Green, Mindy Sterling, Fabiana Udenio, Will Ferrell"
1527,"Fifth Element, The (1997)","1997-05-09","Luc Besson","Bruce Willis, Gary Oldman, Milla Jovovich, Ian Holm, Chris Tucker, Luke Perry, Brion James, Tommy 'Tiny' Lister"
1544,"Lost World: Jurassic Park, The (1997)","1997-05-23","Steven Spielberg","Pete Postlethwaite, Jeff Goldblum, Vince Vaughn, Arliss Howard, Julianne Moore, Peter Stormare, Richard Attenborough, Vanessa Lee Chester"
1552,"Con Air (1997)","1997-06-06","Simon West","Nicolas Cage, John Cusack, John Malkovich, Ving Rhames, Nick Chinlund, Steve Buscemi, Colm Meaney, Rachel Ticotin, Dave Chappelle, Mykelti Williamson, Danny Trejo, M.C. Gainey, Steve Eastin, Renoly Santiago, Monica Potter, Landry Allbright, José Zúñiga, Ned Bellamy, John Marshall Jones, Fredric Lehne, Bob Stephenson, Angela Featherstone, Doug Hutchison, Emilio Rivera, John Diehl"
1562,"Batman & Robin (1997)","1997-06-20","Joel Schumacher","George Clooney, Chris O'Donnell, Arnold Schwarzenegger, Uma Thurman, Alicia Silverstone, John Glover, Elle Macpherson, Vivica A. Fox"
1566,"Hercules (1997)","1997-06-27","Ron Clements","Roger Bart, Danny DeVito, Tate Donovan, Joshua Keaton"
1573,"Face/Off (1997)","1997-06-27","John Woo","Nicolas Cage, Alessandro Nivola, John Travolta, Joan Allen, Gina Gershon, Dominique Swain, Nick Cassavetes, Colm Feore, CCH Pounder"
1580,"Men in Black (a.k.a. MIB) (1997)","1997-07-04","Barry Sonnenfeld","Tommy Lee Jones, Will Smith, Linda Fiorentino, Vincent D'Onofrio, Rip Torn, Tony Shalhoub, Siobhan Fallon, Jon Gries, Sergio Calderón, Carel Struycken, Fredric Lehne, Keith Campbell, Sean Whalen, David Cross, Verne Troyer, Steven Spielberg, Sylvester Stallone"
1584,"Contact (1997)","1997-07-11","Robert Zemeckis","Jodie Foster, David Morse, Geoffrey Blake, Matthew McConaughey, Jena Malone"
1590,"Event Horizon (1997)","1997-08-15","Paul W.S. Anderson","Laurence Fishburne, Sam Neill, Kathleen Quinlan, Joely Richardson, Jason Isaacs"
1597,"Conspiracy Theory (1997)","1997-08-08","Richard Donner","Cylk Cozart, Mel Gibson, Patrick Stewart, Julia Roberts"
1608,"Air Force One (1997)","1997-07-25","Wolfgang Petersen","Harrison Ford, Gary Oldman, Glenn Close, Wendy Crewson"
1610,"Hunt for Red October, The (1990)","1990-03-02","John McTiernan","Alec Baldwin, Sean Connery, Scott Glenn, Sam Neill, James Earl Jones, Tim Curry, Stellan Skarsgård"
1617,"L.A. Confidential (1997)","1997-01-01","Curtis Hanson","James Cromwell, Russell Crowe, Guy Pearce, Kevin Spacey, Kim Basinger, Danny DeVito, Ron Rifkin"
1625,"Game, The (1997)","1997-09-12","David Fincher","Michael Douglas, Sean Penn, Deborah Kara Unger, James Rebhorn, Peter Donat"
1641,"Full Monty, The (1997)","1997-01-01","Peter Cattaneo","Mark Addy, Robert Carlyle, Steve Huison, William Snape, Tom Wilkinson"
1644,"I Know What You Did Last Summer (1997)","1997-10-17","Jim Gillespie","Jennifer Love Hewitt, Sarah Michelle Gellar, Ryan Phillippe, Freddie Prinze Jr., Bridgette Wilson, Anne Heche, Johnny Galecki, Muse Watson"
